Centroid Latitude,Centroid Longitude,Name,Country Name,Closest Location Latitude,Closest Location Longitude
45.02582063179488,28.485115513846157,Horia,Romania,"['45.01667', '28.45']"
45.03626576404495,20.312804458631255,Belegis,Serbia,"['45.0192', '20.33323']"
45.07059917511962,6.752240733014371,Bardonecchia,Italy,"['45.07462', '6.69888']"
45.32128925976332,14.08230933208922,Lupoglav,Croatia,"['45.3528', '14.1075']"
45.37429227196857,26.887277038782518,Racoviteni,Romania,"['45.36667', '26.9']"
45.44340432466568,11.989764303863288,Vigonza,Italy,"['45.43484', '11.97465']"
45.49132467259786,7.997758465005951,Zubiena,Italy,"['45.49266', '7.99552']"
45.522875896130344,19.07351756059063,Erdut,Croatia,"['45.52639', '19.06028']"
45.60154142427746,10.540597283236982,Salo,Italy,"['45.60685', '10.5205']"
45.64151761771058,5.319025625629983,Saint-Savin,France,"['45.62776', '5.30856']"
45.73176912840467,0.26156305252918344,Brie,France,"['45.73812', '0.24077']"
45.73996666191276,21.107786906879195,Sacalaz,Romania,"['45.75833', '21.11222']"
45.845307401393356,15.342360665702028,Sentjernej,Slovenia,"['45.84', '15.33611']"
45.84677026534296,1.290721064079424,Panazol,France,"['45.83871', '1.30995']"
45.92494294439833,9.08809104149379,Occagno,Italy,"['45.92901', '9.0987']"
45.92624250442633,16.54282179761211,Gradec,Croatia,"['45.91111', '16.48278']"
45.9419457138089,13.581715929253926,Mossa,Italy,"['45.93674', '13.54933']"
46.05711370530972,17.796755808589275,Szigetvar,Hungary,"['46.04865', '17.80554']"
46.15260369936421,25.8733726657584,Baile Tusnad,Romania,"['46.15', '25.85']"
46.165854929881334,-0.8374870442286806,Saint-Sauveur-d'Aunis,France,"['46.2157', '-0.88753']"
46.30913297731397,20.203899596188748,Algyo,Hungary,"['46.33472', '20.20849']"
46.32064442458357,14.584353021941409,Mekinje,Slovenia,"['46.23333', '14.61667']"
46.3698435003465,12.602068401940416,Forni di Sopra,Italy,"['46.42028', '12.58312']"
46.447835663333336,4.499770312500015,Matour,France,"['46.30654', '4.48178']"
46.53924190931372,11.329784197303898,San Genesio Atesino,Italy,"['46.5346', '11.32971']"
46.721928562594336,16.08959056429245,Tisina,Slovenia,"['46.65806', '16.09167']"
46.76767738078818,9.785505421871912,Davos,Switzerland,"['46.80429', '9.83723']"
46.7776386435943,13.809595933274,Bad Kleinkirchheim,Austria,"['46.81556', '13.78056']"
46.956719681218274,16.957372045177674,Zalaszentgrot,Hungary,"['46.94474', '17.07925']"
46.957839242922375,0.6932750465753443,Descartes,France,"['46.96667', '0.7']"
46.99139466224024,15.49729206862646,Goessendorf,Austria,"['46.99826', '15.48556']"
47.126712836074866,17.90785886273398,Veszprem,Hungary,"['47.09327', '17.91149']"
47.14661886540962,5.4371367945383895,Champvans,France,"['47.10466', '5.4376']"
47.23236900222594,19.069769046188096,Delegyhaza,Hungary,"['47.24135', '19.09019']"
47.27083892621359,1.9408953582524582,Chatres-sur-Cher,France,"['47.26505', '1.90591']"
47.285438204784136,20.069078761376904,Ujszasz,Hungary,"['47.3', '20.08333']"
47.325489125946966,-1.833120750946975,Le Temple-de-Bretagne,France,"['47.32868', '-1.79143']"
47.35798526548583,14.47311009008096,Sankt Johann am Tauern,Austria,"['47.35', '14.46667']"
47.36863113760603,-0.491821087653161,Saint-Melaine-sur-Aubance,France,"['47.3702', '-0.49518']"
47.42828097740964,6.596858115963855,Montenois,France,"['47.49222', '6.66561']"
47.60724781978319,11.049501656504061,Oberammergau,Germany,"['47.59812', '11.06692']"
47.77787642553192,13.022832178941629,Salzburg,Austria,"['47.79941', '13.04399']"
47.78198453431372,10.01062245135747,Leutkirch,Germany,"['47.82672', '10.0205']"
47.868735060247744,7.779403368806324,Muenstertal/Schwarzwald,Germany,"['47.85472', '7.78417']"
47.917354779475986,9.193389558951981,Wald,Germany,"['47.93333', '9.16667']"
47.95445841229656,12.12487862857145,Schechen,Germany,"['47.92911', '12.12393']"
48.00143077946988,21.760572176000004,Nyirpazony,Hungary,"['47.98333', '21.8']"
48.004510054579676,16.219825312421584,Baden,Austria,"['48.00543', '16.23264']"
48.07127815232412,17.467673987123113,Senec,Slovakia,"['48.21951', '17.40043']"
48.09927191619718,3.0305974823943913,Courtenay,France,"['48.03901', '3.05851']"
48.117986231315626,18.47541144966028,Komarno,Slovakia,"['48.11667', '18.31667']"
48.15244305383412,20.69458353015128,Sajobabony,Hungary,"['48.16667', '20.73333']"
48.17889628272251,-3.1173202011967085,Cleguerec,France,"['48.12507', '-3.07124']"
48.22579780625543,-1.4669194917463173,Gosne,France,"['48.24666', '-1.46534']"
48.28140500441362,15.311804522698623,Maria Laach am Jauerling,Austria,"['48.30412', '15.34472']"
48.31434728947368,0.46915079699243023,Saint-Cosme-en-Vairais,France,"['48.27415', '0.45983']"
48.32582755894146,-4.208982737770615,Hopital-Camfrout,France,"['48.32854', '-4.24185']"
48.4108749973638,13.621327284270652,Kopfing im Innkreis,Austria,"['48.43991', '13.65841']"
48.46845021004566,1.4141362602739953,Bailleau-l'Eveque,France,"['48.4896', '1.39665']"
48.482522652769134,11.012355668948368,Affing,Germany,"['48.46667', '10.98333']"
48.56814165495208,14.374796726437708,Reichenthal,Austria,"['48.54286', '14.38471']"
48.626211082605245,4.880330338363784,Villiers-en-Lieu,France,"['48.66785', '4.89755']"
48.70654833503112,2.330667258064512,Morangis,France,"['48.70383', '2.33908']"
48.736745029011246,8.240115253404378,Baden-Baden,Germany,"['48.7606', '8.23975']"
48.763477207702294,12.79877555906534,Otzing,Germany,"['48.76134', '12.80877']"
48.85501092626132,6.909936446959902,Holving,France,"['49.01162', '6.96556']"
48.9118637593397,-0.3189087384882541,Pont-d'Ouilly,France,"['48.8759', '-0.40221']"
48.9150318158338,11.869386119034246,Kelheim,Germany,"['48.91725', '11.88618']"
48.96386387998032,9.658541438760496,Kaisersbach,Germany,"['48.93023', '9.63898']"
49.048492874816986,3.5990518433382555,Dormans,France,"['49.07392', '3.63819']"
49.12571865838926,16.497120143075044,Strelice,Czech Republic,"['49.15221', '16.50399']"
49.208851175544794,-1.3066635375302447,Periers,France,"['49.18667', '-1.40762']"
49.27527226640064,5.784673361851521,Joudreville,France,"['49.29145', '5.77903']"
49.29021706868357,23.337685765331152,Skhidnytsia,Ukraine,"['49.22409', '23.35245']"
49.368985499741605,10.568582388630512,Rugland,Germany,"['49.4', '10.58333']"
49.37804291968085,13.666370373936173,Horazgovice,Czech Republic,"['49.32069', '13.701']"
49.44844187256098,0.7297223689023795,La Mailleraye-sur-Seine,France,"['49.48308', '0.7703']"
49.585799659424225,1.6748082819120498,Formerie,France,"['49.64928', '1.73106']"
49.63998979225806,7.3836923470967974,Baumholder,Germany,"['49.61738', '7.33381']"
49.74057616985646,8.987404748006378,Bad Koenig,Germany,"['49.7432', '9.0075']"
49.75763985768742,14.628422493434979,Bystrice,Czech Republic,"['49.73213', '14.6674']"
49.80202276236324,12.579716408315099,Tachov,Czech Republic,"['49.79528', '12.63365']"
49.861312634262404,2.8954098674371345,Peronne,France,"['49.93218', '2.9363']"
49.87282713740886,15.727887350532814,Sec,Czech Republic,"['49.84694', '15.65643']"
49.90718995183361,16.928813015325677,Postrelmov,Czech Republic,"['49.90756', '16.91226']"
49.92939229033955,6.246081546054526,Koerperich,Germany,"['49.92449', '6.25973']"
50.0260322491065,19.91931868520372,Krakow,Poland,"['50.06143', '19.93658']"
50.08561265245478,18.76475431395349,Gardawice,Poland,"['50.11667', '18.8']"
50.132304917482514,5.258749824242418,Wavreille,Belgium,"['50.12119', '5.24831']"
50.20949257864358,8.16806569408371,Taunusstein,Germany,"['50.14993', '8.15206']"
50.30095252207792,13.220881549090906,Radonice,Czech Republic,"['50.29803', '13.28464']"
50.378400760174415,10.075750779069791,Bischofsheim in der Rhoen,Germany,"['50.40239', '10.00751']"
50.3804397126935,17.76821830402476,Raclawice Slaskie,Poland,"['50.31204', '17.77528']"
50.53024060272988,2.075287561063263,Wailly,France,"['50.52287', '2.06792']"
50.57864112767857,14.11008126607144,Litomerice,Czech Republic,"['50.53348', '14.1318']"
50.65767764442788,3.723818988073056,Mainvault,Belgium,"['50.64908', '3.71751']"
50.6785879126569,15.12840222646445,Hodkovice nad Mohelkou,Czech Republic,"['50.66586', '15.08985']"
50.67956151862329,7.340075440358312,Windhagen,Germany,"['50.64121', '7.35352']"
50.72604922083059,11.244122170072519,Bad Blankenburg,Germany,"['50.68189', '11.27369']"
50.76146999398656,5.726752182879348,Eijsden,Netherlands,"['50.78', '5.7177']"
50.77855304018265,12.252777831050267,Seelingstaedt,Germany,"['50.77266', '12.24361']"
50.80801425600601,4.422660152027028,Watermael-Boitsfort,Belgium,"['50.80154', '4.41436']"
50.92021310356138,3.05859724835992,Oostnieuwkerke,Belgium,"['50.93959', '3.05742']"
50.94766021311476,9.195209684053658,Schwalmstadt,Germany,"['50.93333', '9.21667']"
51.117351893914915,6.400352651050106,Moenchengladbach,Germany,"['51.18539', '6.44172']"
51.13867513701843,4.96518751691789,Geel,Belgium,"['51.16557', '4.98917']"
51.199992193975355,3.9382530328617307,Moerbeke,Belgium,"['51.17409', '3.93001']"
51.29070772231227,13.168152354403041,Oschatz,Germany,"['51.30001', '13.10984']"
51.303898983240224,8.100779795391082,Arnsberg,Germany,"['51.38333', '8.08333']"
51.32159839301973,7.2585567389985055,Sprockhoevel,Germany,"['51.34669', '7.24343']"
51.349909173940546,14.366836765970913,Lohsa,Germany,"['51.38333', '14.4']"
51.37899626279864,10.36490732849829,Leinefelde-Worbis,Germany,"['51.38796', '10.3262']"
51.62509542073538,11.892927473176622,Loebejuen,Germany,"['51.63533', '11.90106']"
51.68812484732052,5.6487523008089084,Hoeven,Netherlands,"['51.67206', '5.63444']"
52.03269827801724,15.060150280172406,Krosno Odrzanskie,Poland,"['52.05492', '15.09882']"
52.21044588409855,4.786028684770439,De Kwakel,Netherlands,"['52.23917', '4.79306']"
52.223145323932926,10.005957820884147,Harsum,Germany,"['52.21045', '9.96486']"
52.24362367564966,8.883461662175154,Porta Westfalica,Germany,"['52.22961', '8.91612']"
52.282043461025985,6.501429217854746,Markelo,Netherlands,"['52.235', '6.49861']"
52.343195654923214,13.935006221318874,Spreenhagen,Germany,"['52.34325', '13.87663']"
52.35561110583333,7.847236105000041,Westerkappeln,Germany,"['52.31667', '7.88333']"
52.5469293815166,17.036572483412318,Murowana Goslina,Poland,"['52.57463', '17.00933']"
52.565271775668684,12.975668678170823,Wustermark,Germany,"['52.55', '12.95']"
52.70279576452021,19.952950515151514,Drobin,Poland,"['52.73775', '19.98928']"
52.7644903812336,10.987379714566938,Beetzendorf,Germany,"['52.70226', '11.0889']"
52.824992646072374,11.990055916151816,Sandau,Germany,"['52.78968', '12.04582']"
53.058330655840095,5.992361891942529,Tijnje,Netherlands,"['53.03058', '5.99193']"
53.220510820600275,7.210389160300135,Bunde,Germany,"['53.18333', '7.26667']"
53.222159324130324,8.439776371065761,Elsfleth,Germany,"['53.23748', '8.45664']"
53.416378058516194,14.219839811912227,Bruessow,Germany,"['53.39971', '14.12533']"
53.440452978062154,9.706093856794679,Buxtehude,Germany,"['53.46716', '9.68636']"
53.45792635335335,15.302305052052048,Chociwel,Poland,"['53.46696', '15.33342']"
53.81236557741936,12.120336025000011,Guestrow,Germany,"['53.7972', '12.17337']"
53.85904179877676,10.772589194495438,Gross Gronau,Germany,"['53.8', '10.75']"
54.023224386549344,13.241326192960408,Goermin,Germany,"['53.99092', '13.27054']"
54.22999102669903,18.362098478964406,Przywidz,Poland,"['54.19524', '18.32116']"
54.28801298405669,9.044596980513735,Lunden,Germany,"['54.33131', '9.02523']"
54.603566651565075,9.764617093080748,Suderbrarup,Germany,"['54.63333', '9.78333']"
55.43955365840842,8.990914337087109,Brorup,Denmark,"['55.48194', '9.01756']"
59.04074948640916,9.280416082975664,Kragero,Norway,"['58.8693', '9.41494']"
59.60088899888642,10.906609427616903,Elvestad,Norway,"['59.62401', '10.9508']"
63.40179483309956,10.040679410939685,Borsa,Norway,"['63.32672', '10.0692']"
