Mission ID,Mission Date,Country,Target Country,Target City,Target Latitude,Target Longitude
35787,1/20/1944,USA,ITALY,CIAMPINO,41.8,12.6
35788,1/20/1944,USA,ITALY,CIAMPINO,41.8,12.6
35789,1/20/1944,USA,ITALY,CIAMPINO,41.8,12.6
35790,1/20/1944,USA,ITALY,CIAMPINO,41.8,12.6
35791,1/20/1944,USA,ITALY,CIAMPINO,41.8,12.6
35792,1/20/1944,USA,ITALY,CIAMPINO,41.8,12.6
35793,1/20/1944,USA,ITALY,BASSANO DEL GRAPPA,45.77,11.73
35794,1/20/1944,USA,ITALY,BASSANO DEL GRAPPA,45.77,11.73
35795,1/20/1944,USA,ITALY,CASSINO,41.48,13.82
35796,1/20/1944,USA,ITALY,CASSINO,41.48,13.82
35797,1/20/1944,USA,ITALY,CASSINO,41.48,13.82
35798,1/20/1944,USA,ITALY,MONTE SCAURI,41.25,13.7
35799,1/20/1944,USA,ITALY,MONTE SCAURI,41.25,13.7
35800,1/20/1944,USA,ITALY,MONTE SCAURI,41.25,13.7
35831,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35832,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35833,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35834,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35835,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35836,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35837,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35838,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35839,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35840,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35841,09/09/1944,USA,GERMANY,BISCHOFSHEIM,50.4,10.02
35842,09/09/1944,GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5
35843,09/09/1944,GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5
35844,09/09/1944,USA,GERMANY,COBLENZ,50.35,7.6
35845,09/09/1944,USA,GERMANY,UNIDENTIFIED,,
35846,09/09/1944,USA,GERMANY,UNIDENTIFIED,,
35847,09/09/1944,USA,GERMANY,UNKNOWN,,
35848,09/09/1944,USA,GERMANY,UNKNOWN,,
35849,09/09/1944,USA,GERMANY,UNIDENTIFIED,,
35850,09/09/1944,USA,GERMANY,UNIDENTIFIED,,
35851,09/09/1944,USA,GERMANY,UNKNOWN,,
35852,09/09/1944,USA,GERMANY,UNKNOWN,,
35853,09/09/1944,USA,GERMANY,UNKNOWN,45.95,7.97
35961,3/19/1945,GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42
36001,1/20/1944,USA,ITALY,CASSINO,41.48,13.82
36002,1/20/1944,USA,ITALY,CASSINO,41.48,13.82
36003,1/20/1944,USA,ITALY,MONTE SCAURI,41.25,13.7
36004,1/20/1944,USA,ITALY,MONTE SCAURI,41.25,13.7
36005,1/20/1944,USA,ITALY,MONTE SCAURI,41.25,13.7
36006,1/20/1944,USA,ITALY,PONTECORVO,41.45,13.67
36007,1/20/1944,USA,ITALY,PONTECORVO,41.45,13.67
36008,1/20/1944,USA,ITALY,CASSINO,41.48,13.82
36009,1/20/1944,USA,ITALY,CASSINO,41.48,13.82
36010,1/20/1944,USA,ITALY,MONTE SCAURI,41.25,13.7
36011,1/20/1944,USA,ITALY,MONTE SCAURI,41.25,13.7
36012,1/20/1944,USA,ITALY,CASSINO,41.48,13.82
36013,1/20/1944,USA,ITALY,CASSINO,41.48,13.82
36014,1/20/1944,USA,ITALY,MONTE SCAURI,41.25,13.7
36015,1/20/1944,USA,ITALY,BASSANO DEL GRAPPA,45.77,11.73
36016,1/20/1944,USA,ITALY,BASSANO DEL GRAPPA,45.77,11.73
36025,1/20/1944,GREAT BRITAIN,ITALY,CECINA RR BRIDGE,43.3,10.55
36052,1/21/1944,USA,ITALY,FRASCATI,41.07,12.67
36055,1/21/1944,USA,ITALY,VELLETRI,41.68,12.78
36057,1/21/1944,USA,ITALY,AUSONIA,41.58,13.38
36064,1/21/1944,USA,ITALY,COSENZA,39.27,16.25
36066,1/21/1944,GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63
36067,1/21/1944,USA,FRANCE,LA GLACERIE,49.6,-1.57
36068,1/21/1944,USA,FRANCE,LA GLACERIE,49.6,-1.57
36069,1/21/1944,USA,FRANCE,LA GLACERIE,49.6,-1.57
36070,1/21/1944,GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63
36071,1/21/1944,GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63
36072,1/21/1944,GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63
36073,1/21/1944,GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63
36074,1/21/1944,GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63
36075,1/21/1944,GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63
36076,1/21/1944,GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63
36077,1/21/1944,USA,FRANCE,NOTRE DAME,43.38,5.37
36078,1/21/1944,USA,FRANCE,NOTRE DAME,43.38,5.37
36079,1/21/1944,USA,FRANCE,NOTRE DAME,43.38,5.37
36080,1/21/1944,USA,FRANCE,LOSTEBARNE,50.84,1.97
36081,1/21/1944,USA,FRANCE,LOSTEBARNE,50.84,1.97
36082,1/21/1944,USA,FRANCE,NOTRE DAME,43.38,5.37
36083,1/21/1944,USA,FRANCE,NOTRE DAME,43.38,5.37
36084,1/21/1944,USA,HOLLAND OR NETHERLANDS,ST AGATHA,51.7,5.92
36085,1/21/1944,USA,HOLLAND OR NETHERLANDS,ST AGATHA,51.7,5.92
36086,1/21/1944,USA,HOLLAND OR NETHERLANDS,ST AGATHA,51.7,5.92
36087,1/21/1944,GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5
36088,1/21/1944,GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5
36089,1/21/1944,GREAT BRITAIN,GERMANY,DESSAU,51.83,12.23
36090,1/21/1944,GREAT BRITAIN,GERMANY,DESSAU,51.83,12.23
36091,1/21/1944,GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75
36092,1/21/1944,GREAT BRITAIN,GERMANY,HAMBURG,53.55,10
36093,1/21/1944,GREAT BRITAIN,FRANCE,LA GLACERIE,49.6,-1.57
36094,1/21/1944,GREAT BRITAIN,GERMANY,LEIPZIG,51.33,12.38
36095,1/21/1944,GREAT BRITAIN,GERMANY,LEIPZIG,51.33,12.38
36096,1/21/1944,GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63
36097,1/21/1944,USA,FRANCE,UNKNOWN,,
36098,1/21/1944,USA,FRANCE,UNKNOWN,,
36099,1/21/1944,USA,FRANCE,UNKNOWN,,
36100,1/21/1944,USA,FRANCE,UNKNOWN,,
36202,3/19/1945,GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08
36203,3/19/1945,GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08
36204,3/19/1945,GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08
36205,3/19/1945,GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08
36206,3/19/1945,GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08
36207,3/19/1945,GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08
36222,3/19/1945,GREAT BRITAIN,GERMANY,VLOTHO,52.18,8.85
36264,3/19/1945,GREAT BRITAIN,GERMANY,BOHLEN,51.18,12.38
36265,3/19/1945,GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72
36301,1/21/1944,USA,FRANCE,UNKNOWN,,
36302,1/21/1944,USA,FRANCE,UNKNOWN,,
36303,1/21/1944,USA,FRANCE,UNKNOWN,,
36304,1/21/1944,USA,FRANCE,UNKNOWN,,
36305,1/21/1944,USA,FRANCE,UNKNOWN,,
36306,1/21/1944,USA,FRANCE,BOIS DE COQERAIS,,
36307,1/21/1944,USA,FRANCE,BOIS DE COQERAIS,,
36308,1/21/1944,USA,FRANCE,BOIS DE COQERAIS,,
36309,1/21/1944,USA,FRANCE,UNKNOWN,,
36310,1/21/1944,USA,FRANCE,UNKNOWN,,
36311,1/21/1944,USA,FRANCE,UNKNOWN,,
36312,1/21/1944,USA,FRANCE,UNKNOWN,,
36313,1/21/1944,USA,FRANCE,UNKNOWN,,
36314,1/21/1944,USA,FRANCE,UNKNOWN,,
36315,1/21/1944,USA,FRANCE,UNKNOWN,,
36316,1/21/1944,USA,FRANCE,UNKNOWN,,
36317,1/21/1944,USA,FRANCE,UNKNOWN,,
36318,1/21/1944,USA,FRANCE,UNKNOWN,,
36319,1/21/1944,USA,FRANCE,UNKNOWN,,
36320,1/21/1944,USA,FRANCE,UNKNOWN,,
36321,1/21/1944,GREAT BRITAIN,GERMANY,OBERHAUSEN,48.39,10.88
36322,1/21/1944,GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42
36323,1/21/1944,GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42
36324,1/21/1944,GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42
36325,1/21/1944,GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42
36365,1/21/1944,GREAT BRITAIN,FRANCE,AILLY LE HAUT CLOCHE,50.07,2
36366,1/21/1944,GREAT BRITAIN,GERMANY,ASCHERSLEBEN,51.75,11.47
36367,1/21/1944,GREAT BRITAIN,FRANCE,BOIS DES HUITPUES,,
36368,1/21/1944,GREAT BRITAIN,GERMANY,BRANDENBURG,52.4,12.52
36369,1/21/1944,GREAT BRITAIN,GERMANY,BRANDENBURG,52.4,12.52
36370,1/21/1944,GREAT BRITAIN,GERMANY,BRANDENBURG,52.4,12.52
36371,1/21/1944,GREAT BRITAIN,GERMANY,CUXHAVEN,53.88,8.7
36372,1/21/1944,GREAT BRITAIN,GERMANY,CUXHAVEN,53.88,8.7
36373,1/21/1944,GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75
36374,1/21/1944,GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75
36375,1/21/1944,GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75
36376,1/21/1944,GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78
36377,1/21/1944,GREAT BRITAIN,GERMANY,ERFURT,50.97,11.03
36378,1/21/1944,GREAT BRITAIN,GERMANY,ERFURT,50.97,11.03
36379,1/21/1944,GREAT BRITAIN,FRANCE,FLIXECOURT,50.02,2.1
36380,1/21/1944,GREAT BRITAIN,FRANCE,FLIXECOURT,50.02,2.1
36381,1/21/1944,GREAT BRITAIN,GERMANY,OBERHAUSEN,48.39,10.88
36382,1/21/1944,GREAT BRITAIN,GERMANY,RHEINHAUSEN NR DUISB,51.42,6.7
36383,1/21/1944,GREAT BRITAIN,GERMANY,WESEL,51.65,6.62
36384,1/21/1944,GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13
36385,1/21/1944,GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13
36389,1/21/1944,USA,ITALY,PORTO CIVITANOVA,43.28,13.73
36390,1/21/1944,USA,ITALY,RIMINI,44.05,12.57
36391,1/21/1944,USA,ITALY,ATINA,41.62,13.8
36392,1/21/1944,USA,ITALY,ATINA,41.62,13.8
36393,1/21/1944,USA,ITALY,ATINA,41.62,13.8
36394,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36395,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36396,1/21/1944,USA,ITALY,FOLIGNO,42.95,12.72
36397,1/21/1944,USA,ITALY,FOLIGNO,42.95,12.72
36398,1/21/1944,USA,ITALY,ATINA,41.62,13.8
36399,1/21/1944,USA,ITALY,ATINA,41.62,13.8
36400,1/21/1944,USA,ITALY,ATINA,41.62,13.8
36402,09/09/1944,GREAT BRITAIN,GREAT BRITAIN,MUNCHEN GLADBACH,51.2,6.42
36403,09/09/1944,GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42
36404,09/09/1944,GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42
36405,09/09/1944,GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42
36419,09/09/1944,GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22
36425,09/09/1944,GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42
36432,09/09/1944,GREAT BRITAIN,HOLLAND OR NETHERLANDS,STEENWIJK,52.8,6.12
36437,09/09/1944,USA,ITALY,IL GIOGO,44.05,11.38
36438,09/09/1944,USA,ITALY,IL GIOGO,44.05,11.38
36439,09/09/1944,USA,ITALY,IL GIOGO,44.05,11.38
36440,09/09/1944,USA,ITALY,LUCCA,43.85,10.52
36441,09/09/1944,USA,ITALY,LUCCA,43.85,10.52
36442,09/09/1944,USA,ITALY,MODENA,44.67,10.92
36443,09/09/1944,USA,ITALY,MODENA,44.67,10.92
36444,09/09/1944,USA,ITALY,FLORENCE,43.77,11.25
36445,09/09/1944,USA,ITALY,FLORENCE,43.77,11.25
36446,09/09/1944,USA,ITALY,FLORENCE,43.77,11.25
36447,09/09/1944,USA,ITALY,LUCCA,43.85,10.52
36448,09/09/1944,USA,YUGOSLAVIA,KOLAJ,44.72,17.07
36449,09/09/1944,USA,YUGOSLAVIA,KOLAJ,44.72,17.07
36461,09/09/1944,GREAT BRITAIN,GREECE,RAVENNA CANAL WHARVES,44.4,12.18
36508,3/19/1945,GREAT BRITAIN,AUSTRIA,BRUCK M/Y,50.48,6.97
36509,3/19/1945,USA,ITALY,45 20 N 011 40 E,45.33,11.67
36510,3/19/1945,USA,ITALY,45 20 N 011 40 E,45.33,11.67
36511,3/19/1945,USA,ITALY,45 00 N 010 40 E,45,10.67
36512,3/19/1945,USA,ITALY,45 00 N 010 40 E,45,10.67
36513,3/19/1945,USA,ITALY,45 00 N 010 40 E,45,10.67
36514,3/19/1945,USA,ITALY,45 00 N 010 40 E,45,10.67
36515,3/19/1945,USA,ITALY,45 20 N 011 40 E,45.33,11.67
36516,3/19/1945,USA,ITALY,45 20 N 011 40 E,45.33,11.67
36517,3/19/1945,USA,ITALY,45 00 N 011 00 E,45,11
36518,3/19/1945,USA,ITALY,45 00 N 011 00 E,45,11
36519,3/19/1945,USA,ITALY,46 20 N 013 00 E,46.33,13
36520,3/19/1945,USA,ITALY,46 20 N 013 00 E,46.33,13
36521,3/19/1945,USA,ITALY,45 00 N 010 40 E,45,10.67
36522,3/19/1945,USA,ITALY,45 00 N 010 40 E,45,10.67
36523,3/19/1945,USA,ITALY,45 20 N 011 40 E,45.33,11.67
36524,3/19/1945,USA,ITALY,45 20 N 011 40 E,45.33,11.67
36525,3/19/1945,USA,ITALY,45 00 N 010 40 E,45,10.67
36526,3/19/1945,USA,ITALY,45 00 N 010 40 E,45,10.67
36527,3/19/1945,USA,ITALY,45 20 N 011 40 E,45.33,11.67
36528,3/19/1945,USA,ITALY,45 20 N 011 40 E,45.33,11.67
36529,3/19/1945,USA,ITALY,45 20 N 011 40 E,45.33,11.67
36530,3/19/1945,USA,ITALY,45 20 N 011 40 E,45.33,11.67
36601,1/21/1944,USA,ITALY,AVEZZANO,42.03,13.43
36602,1/21/1944,USA,ITALY,AVEZZANO,42.03,13.43
36603,1/21/1944,USA,ITALY,ATINA,41.62,13.8
36604,1/21/1944,USA,ITALY,ATINA,41.62,13.8
36605,1/21/1944,USA,ITALY,ATINA,41.62,13.8
36606,1/21/1944,USA,ITALY,AVEZZANO,42.03,13.43
36607,1/21/1944,USA,ITALY,AVEZZANO,42.03,13.43
36608,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36609,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36610,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36611,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36612,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36613,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36614,1/21/1944,USA,ITALY,AVEZZANO,42.03,13.43
36615,1/21/1944,USA,ITALY,AVEZZANO,42.03,13.43
36616,1/21/1944,USA,ITALY,AVEZZANO,42.03,13.43
36617,1/21/1944,USA,ITALY,AVEZZANO,42.03,13.43
36618,1/21/1944,USA,ITALY,FOLIGNO,42.95,12.72
36619,1/21/1944,USA,ITALY,FOLIGNO,42.95,12.72
36620,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36621,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36622,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36623,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36624,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36625,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36626,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36627,1/21/1944,USA,ITALY,ORVIETO,42.72,12.12
36661,1/22/1944,USA,ITALY,FERENTINO,41.68,13.28
36677,1/22/1944,USA,ITALY,PRIVERNO,42,13
36678,1/22/1944,USA,ITALY,FRASCATI,41.07,12.67
36679,1/22/1944,USA,ITALY,CEPRANO,41.55,13.53
36682,1/22/1944,USA,ITALY,ROME,41.9,12.47
36683,1/22/1944,USA,ITALY,VETRALLO,42.32,12.07
36692,1/22/1944,USA,ITALY,41 20 N 012 20 E,41.33,12.33
36693,1/22/1944,USA,ITALY,LORETO,43.98,7.73
36694,1/22/1944,USA,ITALY,LORETO,43.98,7.73
36695,1/22/1944,USA,ITALY,AREZZO,43.47,11.9
36696,1/22/1944,USA,ITALY,PONTECORVO,41.45,13.67
36697,1/22/1944,USA,ITALY,CEPRANO,41.55,13.53
36698,1/22/1944,USA,ITALY,CEPRANO,41.55,13.53
36699,1/22/1944,USA,ITALY,FONDI,41.45,13.45
36700,1/22/1944,USA,ITALY,FONDI,41.45,13.45
36770,09/10/1944,USA,AUSTRIA,SCHWECHAT,48.12,16.53
36771,09/10/1944,USA,AUSTRIA,SCHWECHAT,48.12,16.53
36772,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36773,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36774,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36775,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36776,09/10/1944,USA,AUSTRIA,SCHWECHAT,48.12,16.53
36777,09/10/1944,USA,AUSTRIA,SCHWECHAT,48.12,16.53
36778,09/10/1944,USA,AUSTRIA,SCHWECHAT,48.12,16.53
36779,09/10/1944,USA,AUSTRIA,SCHWECHAT,48.12,16.53
36780,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36781,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36782,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36783,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36784,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36785,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36786,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36787,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36788,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36789,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36790,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36791,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36792,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36793,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36794,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36795,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36796,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36797,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36798,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36799,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
36800,09/10/1944,USA,AUSTRIA,UNKNOWN,47.33,14.5
36801,1/22/1944,USA,ITALY,FONDI,41.45,13.45
36802,1/22/1944,USA,ITALY,COLLEFERRO,41.72,13
36803,1/22/1944,USA,ITALY,COLLEFERRO,41.72,13
36804,1/22/1944,USA,ITALY,FONDI,41.45,13.45
36805,1/22/1944,USA,ITALY,FONDI,41.45,13.45
36806,1/22/1944,USA,ITALY,FONDI,41.45,13.45
36807,1/22/1944,USA,ITALY,FROSINONE,41.63,13.37
36808,1/22/1944,USA,ITALY,FROSINONE,41.63,13.37
36809,1/22/1944,USA,ITALY,FROSINONE,41.63,13.37
36810,1/22/1944,USA,ITALY,CEPRANO,41.55,13.53
36811,1/22/1944,USA,ITALY,CEPRANO,41.55,13.53
36812,1/22/1944,USA,ITALY,FROSINONE,41.63,13.37
36813,1/22/1944,USA,ITALY,FROSINONE,41.63,13.37
36814,1/22/1944,USA,ITALY,FROSINONE,41.63,13.37
36815,1/22/1944,USA,ITALY,FROSINONE,41.63,13.37
36816,1/22/1944,USA,ITALY,FROSINONE,41.63,13.37
36817,1/22/1944,USA,ITALY,FROSINONE,41.63,13.37
36818,1/22/1944,USA,ITALY,FONDI,41.45,13.45
36819,1/22/1944,USA,ITALY,FONDI,41.45,13.45
36820,1/22/1944,USA,ITALY,FONDI,41.45,13.45
36821,1/22/1944,USA,ITALY,FAENZA,44.28,11.87
36822,1/22/1944,USA,ITALY,COLLEFERRO,41.72,13
36823,1/22/1944,USA,ITALY,COLLEFERRO,41.72,13
36859,1/23/1944,USA,ITALY,CIVITA CASTELLANA,42.27,12.4
36861,1/23/1944,USA,ITALY,VETRALLO,42.32,12.07
36874,1/23/1944,USA,ITALY,CECCANO,41.55,13.33
36875,1/23/1944,USA,ITALY,PRIVERNO,42,13
36876,1/23/1944,USA,ITALY,VALLECORSA,41.42,13.45
36877,1/23/1944,USA,ITALY,SORA,41.7,13.62
36878,1/23/1944,USA,ITALY,VELLETRI,41.68,12.78
36894,1/23/1944,GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6
36895,1/23/1944,GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78
36896,1/23/1944,GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78
36897,1/23/1944,GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78
36898,1/23/1944,GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78
36899,1/23/1944,GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78
36993,3/20/1945,USA,AUSTRIA,VIENNA,48.2,16.37
36994,3/20/1945,USA,AUSTRIA,VIENNA,48.2,16.37
36995,3/20/1945,USA,AUSTRIA,VIENNA,48.2,16.37
36996,3/20/1945,USA,AUSTRIA,VIENNA,48.2,16.37
36997,3/20/1945,USA,AUSTRIA,ST POLTEN,48.22,15.63
36998,3/20/1945,USA,AUSTRIA,KNITTELFELD,47.22,14.82
36999,3/20/1945,USA,AUSTRIA,KNITTELFELD,47.22,14.82
37000,3/20/1945,USA,AUSTRIA,ST VEIT,46.75,14.37
37001,09/10/1944,USA,AUSTRIA,UNKNOWN,47.33,14.5
37002,09/10/1944,USA,AUSTRIA,UNKNOWN,47.33,14.5
37003,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
37004,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
37005,09/10/1944,USA,AUSTRIA,VIENNA,48.2,16.37
37006,09/10/1944,USA,FRANCE,45 40 N 013 00 E,45.67,13
37007,09/10/1944,USA,FRANCE,45 40 N 013 00 E,45.67,13
37008,09/10/1944,USA,FRANCE,45 40 N 013 00 E,45.67,13
37009,09/10/1944,USA,GERMANY,DARMSTADT,49.87,8.65
37010,09/10/1944,USA,GERMANY,DARMSTADT,49.87,8.65
37011,09/10/1944,USA,GERMANY,DARMSTADT,49.87,8.65
37012,09/10/1944,USA,GERMANY,CITY TOT UNDER 6 TON,,
37013,09/10/1944,USA,GERMANY,CITY TOT UNDER 6 TON,,
37014,09/10/1944,USA,GERMANY,CITY TOT UNDER 6 TON,,
37015,09/10/1944,USA,GERMANY,CITY TOT UNDER 6 TON,,
37016,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37017,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37018,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37019,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37020,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37021,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37022,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37023,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37024,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37025,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37026,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37027,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37028,09/10/1944,USA,GERMANY,FURTH,48.92,12.67
37029,09/10/1944,USA,GERMANY,FURTH,48.92,12.67
37030,09/10/1944,USA,GERMANY,FURTH,48.92,12.67
37031,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37032,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37033,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37034,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37035,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37036,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37037,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37038,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37039,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37040,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37041,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37042,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37043,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37044,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37045,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37046,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37047,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37048,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37049,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37050,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37051,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37052,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37053,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37054,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37055,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37056,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37057,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37058,09/10/1944,USA,GERMANY,GAGGENAU,48.78,8.33
37059,09/10/1944,USA,GERMANY,FURTH,48.92,12.67
37060,09/10/1944,USA,GERMANY,FURTH,48.92,12.67
37061,09/10/1944,USA,GERMANY,FURTH,48.92,12.67
37062,09/10/1944,USA,GERMANY,FURTH,48.92,12.67
37063,09/10/1944,USA,GERMANY,FURTH,48.92,12.67
37064,09/10/1944,USA,GERMANY,FURTH,48.92,12.67
