Centroid Latitude,Centroid Longitude,Name,Country Name,Closest Location Latitude,Closest Location Longitude,Number of Bombing At Location
49.55913,10.47689,Ipsheim,Germany,49.5275,10.48176,378
47.26783,-1.7598,Saint-Etienne-de-Montluc,France,47.27622,-1.78013,579
46.84568,11.34085,Racines,Italy,46.86667,11.3,531
49.47848,18.62189,Turzovka,Slovakia,49.40429,18.62258,66
40.71743,9.01718,Tula,Italy,40.73246,8.98392,33
48.27497,3.07552,Villeblevin,France,48.32446,3.08038,38
51.23054,4.39753,Antwerpen,Belgium,51.22047,4.40026,511
47.64588,10.53216,Nesselwang,Germany,47.62342,10.50243,118
48.68326,6.13572,Laxou,France,48.68372,6.14929,11
41.3964,19.81614,Tiranë (Tirana),Albania,41.3275,19.8189,77
53.13724,8.61425,Vegesack,Germany,53.16667,8.61667,1659
45.82407,18.56125,Beli Manastir,Croatia,45.77,18.60361,25
42.44269,22.2062,Radovnica,Serbia,42.43364,22.22861,11
47.79969,12.13661,Altenmarkt,Germany,47.7796,12.1356,42
52.93801,10.85892,Schnega,Germany,52.8913,10.89226,95
47.97297,16.18211,Wien (Vienna),Austria,48.2064,16.3707,1701
39.35624,16.43923,Celico,Italy,39.31009,16.33989,461
45.7468,0.28634,Brie,France,45.73812,0.24077,58
53.12226,14.33783,Widuchowa,Poland,53.12693,14.39074,200
48.50059,-3.3848,Belle-Isle-en-Terre,France,48.54477,-3.39583,78
42.24793,12.62899,Torrita Tiberina,Italy,42.23821,12.61633,1383
49.44957,0.67391,Saint-Arnoult,France,49.52676,0.67117,272
49.85822,7.9186,Bretzenheim,Germany,49.87796,7.89653,530
45.37047,26.85342,Murgesti,Romania,45.4,26.88333,21
44.41164,10.67815,Prignano,Italy,44.4379,10.69118,2211
44.7331,28.21613,Saraiu,Romania,44.71667,28.15,11
46.98182,15.25259,Mooskirchen,Austria,46.98167,15.27889,238
54.32854,18.06818,Chmielno,Poland,54.32543,18.0986,42
50.80223,10.78753,Woelfis,Germany,50.80825,10.77905,220
49.28058,12.71427,Waffenbrunn,Germany,49.26667,12.66667,125
40.66224,22.55488,Platy,Greece,40.64241,22.53458,51
35.20715,24.91981,Krouson,Greece,35.23062,24.98291,63
44.84332,21.29695,Socol,Romania,44.86083,21.37028,76
53.01837,5.88563,Aldeboarn,Netherlands,53.05,5.9,117
47.79739,8.88839,Volkertshausen,Germany,47.81667,8.86667,79
44.66325,5.42922,Die,France,44.7536,5.37033,12
50.1979,12.38433,Skalna,Czech Republic,50.1703,12.36144,174
52.69891,12.99478,Berlin,Germany,52.5244,13.4105,2083
43.23844,26.26536,Popovo,Bulgaria,43.35,26.23333,51
53.76487,9.41378,Glueckstadt,Germany,53.78893,9.42576,315
47.81717,5.301,Langres,France,47.86263,5.33308,41
43.21774,0.61151,Boulogne-sur-Gesse,France,43.28825,0.64797,48
49.21122,2.52625,Avilly-Saint-Leonard,France,49.19449,2.54148,137
50.8827,3.76804,Velzeke-Ruddershove,Belgium,50.88288,3.78292,368
49.12503,17.41172,Jalubi,Czech Republic,49.11626,17.42788,22
50.41647,15.26963,Liban,Czech Republic,50.37542,15.21684,48
44.23908,23.91317,Cosoveni,Romania,44.25,23.93333,18
42.1819,9.15962,Corte,France,42.30956,9.14917,17
43.6153,18.97235,Gorazde,Bosnia and Herzegovina,43.66795,18.97564,25
50.69895,9.67848,Burghaun,Germany,50.69684,9.72453,626
45.90243,12.30055,Conegliano,Italy,45.88805,12.30201,571
43.59527,16.81923,Trilj,Croatia,43.61833,16.72417,54
53.35846,7.68053,Wiesmoor,Germany,53.41667,7.73333,1403
51.21508,5.97792,Leeuwen,Netherlands,51.21032,5.99862,263
48.97675,9.56213,Murrhardt,Germany,48.98191,9.57047,333
49.30401,3.75456,Jonchery-sur-Vesle,France,49.28952,3.81345,65
39.86108,20.02031,Sarande,Albania,39.87534,20.00477,11
44.96983,16.83231,Lamovita,Bosnia and Herzegovina,44.92018,16.89933,16
50.53537,18.09718,Tarnow Opolski,Poland,50.57631,18.08367,408
47.03123,0.78862,Ligueil,France,47.0421,0.81893,38
52.14556,13.72443,Halbe,Germany,52.11667,13.7,96
49.79631,6.15391,Luxembourg,Luxembourg,49.6117,6.1300,376
44.64995,9.43106,Ferriere,Italy,44.64385,9.49657,1500
37.80184,13.11817,Roccamena,Italy,37.83824,13.15513,848
48.49204,18.34038,Zlate Moravce,Slovakia,48.38553,18.40063,20
46.99832,12.92855,Grosskirchheim,Austria,46.9727,12.89589,111
50.47191,16.10959,Cerveny Kostelec,Czech Republic,50.47626,16.09289,31
50.65428,13.79663,Novosedlice,Czech Republic,50.65633,13.82304,370
50.95677,11.96374,Bad Koestritz,Germany,50.93032,12.01005,389
45.79289,6.01067,Alby-sur-Cheran,France,45.81667,6.01667,11
48.40726,15.2599,Kirchschlag,Austria,48.39345,15.22285,54
47.29302,-0.35308,Saint-Jean,France,47.24553,-0.38413,61
35.38973,23.91992,Galatas,Greece,35.49864,23.96341,63
46.182,-0.83706,Saint-Sauveur-d'Aunis,France,46.2157,-0.88753,157
50.91148,8.50161,Biedenkopf,Germany,50.91125,8.53016,552
44.12887,4.20944,Mons,France,44.11563,4.17185,20
38.97314,26.02636,Polichnitos,Greece,39.07911,26.18215,114
44.18324,16.00954,Ervenik,Croatia,44.10924,15.94139,44
43.52027,-0.55886,Arthez-de-Bearn,France,43.46455,-0.61535,12
53.83558,10.33061,Bad Oldesloe,Germany,53.81167,10.37417,2174
43.63909,12.30919,San Marino,San Marino,43.9333,12.4500,325
51.5197,14.41722,Schleife,Germany,51.53333,14.53333,179
37.81444,22.74432,Ayios Vasilios,Greece,37.79763,22.79727,13
45.99436,16.63532,Sveti Ivan Zabno,Croatia,45.94611,16.61333,36
49.67297,14.42225,Sedlcany,Czech Republic,49.66057,14.42664,80
47.91049,21.76153,Nyiregyhaza,Hungary,47.95539,21.71671,19
50.66968,7.44543,Asbach,Germany,50.66667,7.41667,975
45.34369,13.98296,Buzet,Croatia,45.40944,13.96667,137
45.80445,15.06779,Straza,Slovenia,45.78,15.07278,11
43.49074,5.73379,Pourrieres,France,43.50611,5.73452,63
46.92551,14.18204,Metnitz,Austria,46.98056,14.21667,415
43.7245,20.43085,Cacak,Serbia,43.89139,20.34972,16
63.39535,9.93777,Orkanger,Norway,63.30668,9.85025,20
49.36732,7.07642,Illingen,Germany,49.37362,7.04758,281
48.9324,5.02382,Revigny-sur-Ornain,France,48.83016,4.98558,14
36.2555,27.52395,Chalki,Greece,36.22243,27.61191,40
50.24474,19.2383,Jaworzno,Poland,50.20528,19.27498,54
49.83118,8.95696,Gross-Umstadt,Germany,49.86899,8.9321,2803
53.83502,12.42177,Wattmannshagen,Germany,53.7759,12.40701,215
46.73123,4.57544,Ecuisses,France,46.75631,4.53845,11
43.33238,21.40055,Blace,Serbia,43.29528,21.28583,70
48.90434,13.55111,Mauth,Germany,48.88972,13.58459,23
48.2065,11.37678,Grobenzell,Germany,48.2,11.36667,1359
38.33624,15.97636,Varapodio,Italy,38.31633,15.98347,698
51.73781,5.43767,Geffen,Netherlands,51.74,5.46389,237
51.81107,9.99567,Kalefeld,Germany,51.8,10.03333,837
53.01846,6.77538,Gieten,Netherlands,53.005,6.76389,206
48.98841,16.28131,Hosteradice,Czech Republic,48.95006,16.25931,39
40.75937,15.16096,Senerchia,Italy,40.74133,15.20502,1097
46.84035,16.00295,Sankt Anna am Aigen,Austria,46.83111,15.97139,178
47.71206,7.94558,Todtmoos,Germany,47.74014,8.00183,78
43.17148,1.77961,Belpech,France,43.19817,1.75201,12
46.0837,25.73064,Batanii Mari,Romania,46.08333,25.68333,43
47.10167,17.88661,Veszprem,Hungary,47.09327,17.91149,81
50.47452,2.06016,Wailly,France,50.52287,2.06792,1268
54.67405,9.699,Mohrkirch,Germany,54.66667,9.71667,234
58.9994,9.01917,Prestestranda,Norway,59.09773,9.05866,18
44.95412,-0.45139,Cubzac-les-Ponts,France,44.97117,-0.45364,153
47.17679,2.71641,Baugy,France,47.08181,2.72848,15
48.23573,-2.19756,Plumaugat,France,48.25538,-2.23876,140
46.53441,8.36663,Formazza,Italy,46.37689,8.42571,74
44.83472,23.07072,Matasari,Romania,44.85,23.08333,20
53.90107,18.96413,Ryjewo,Poland,53.84463,18.96077,11
45.3137,19.82649,Cenej,Serbia,45.36826,19.80423,61
47.44206,6.42139,Rougemont,France,47.48211,6.35574,19
52.54337,20.60634,Joniec,Poland,52.60128,20.58177,12
40.76849,19.75552,Strum,Albania,40.75111,19.7375,74
35.90344,14.43717,Valletta,Malta,35.8997,14.5147,68
50.05084,13.20499,Zlutice,Czech Republic,50.09192,13.16297,204
46.10585,28.25108,Carja,Romania,46.14878,28.11012,12
42.8366,13.38909,Balzo,Italy,42.84199,13.33234,267
48.11152,4.1534,Chaource,France,48.05915,4.13738,12
53.85702,11.25996,Grevesmuehlen,Germany,53.86337,11.1916,121
38.30428,23.74088,Oropos,Greece,38.30326,23.75549,161
46.125,17.70868,Szigetvar,Hungary,46.04865,17.80554,15
47.91875,20.57718,Bogacs,Hungary,47.9,20.53333,34
45.19748,8.01669,Saluggia,Italy,45.23687,8.0146,519
39.18367,22.70178,Evxinoupolis,Greece,39.18414,22.73831,11
43.12329,19.65938,Bijelo Polje,Montenegro,43.03834,19.74758,24
42.56404,22.94563,Sofia,Bulgaria,42.6975,23.3242,77
44.72511,11.86773,Portomaggiore,Italy,44.69763,11.8076,1073
39.55414,8.94968,Furtei,Italy,39.56253,8.94773,68
48.64098,0.03784,Mortree,France,48.63899,0.07909,733
49.49382,1.56513,La Feuillie,France,49.46415,1.51463,197
52.36933,7.8316,Mettingen,Germany,52.31667,7.78333,509
50.04141,11.41112,Eckersdorf,Germany,50.02874,11.39611,12
45.56525,11.23865,Vestenanova,Italy,45.57421,11.22868,1528
45.65315,5.11476,Saint-Quentin-Fallavier,France,45.64335,5.11266,14
46.02812,15.78986,Zagreb,Croatia,45.8144,15.9780,12
47.39114,19.70258,Tapiobicske,Hungary,47.36096,19.68609,33
50.41757,4.33831,Fontaine-l'Eveque,Belgium,50.40907,4.32427,51
35.15586,25.723,Agios Nikolaos,Greece,35.19106,25.71524,15
52.27948,4.76319,Amsterdam,Netherlands,52.3740,4.8897,956
48.13565,-1.13329,Erbree,France,48.09828,-1.12496,274
51.69616,12.20192,Thalheim,Germany,51.65268,12.22756,430
48.68407,10.52625,Finningen,Germany,48.65452,10.49864,439
48.17344,7.17516,Freland,France,48.17215,7.19167,18
45.90342,1.28475,Chaptelat,France,45.91011,1.2585,13
47.7997,9.76382,Vogt,Germany,47.76667,9.76667,167
52.12727,6.43489,Lochem,Netherlands,52.15917,6.41111,484
47.68164,18.75061,Budapest,Hungary,47.4980,19.0399,347
48.38527,2.07079,Chalo-Saint-Mars,France,48.42328,2.06491,155
47.83025,-3.25722,Hennebont,France,47.80479,-3.27812,287
50.59073,5.77504,Xhendelesse,Belgium,50.60492,5.77804,318
48.08129,13.20484,Munderfing,Austria,48.07039,13.18162,153
50.07617,3.05909,Hermies,France,50.11126,3.04202,107
47.97079,17.46856,Bratislava,Slovakia,48.1482,17.1067,189
40.38466,20.32431,Cepan,Albania,40.42056,20.26056,28
60.46578,11.37534,Eidsvoll,Norway,60.3311,11.26264,11
50.96094,5.04956,Webbekom,Belgium,50.9741,5.04032,108
46.07538,13.38696,Premariacco,Italy,46.06145,13.39461,355
54.70896,8.92696,Langenhorn,Germany,54.66667,8.91667,225
48.45011,12.39017,Vilsbiburg,Germany,48.45296,12.35604,168
52.84172,11.92276,Bad Wilsnack,Germany,52.95607,11.94903,82
48.31728,-4.28664,Logonna-Daoulas,France,48.32096,-4.2989,936
45.34883,6.78394,Courchevel,France,45.41538,6.63643,49
51.39887,7.53364,Schwerte,Germany,51.44387,7.5675,1731
53.72551,15.37692,Resko,Poland,53.77307,15.40607,82
49.8484,23.65318,Horodok,Ukraine,49.78465,23.64806,19
42.16171,24.66285,Plovdiv Town Center,Bulgaria,42.1479,24.748,18
45.85292,20.87208,Iecea Mare,Romania,45.85074,20.8931,133
40.72401,16.75083,Santeramo in Colle,Italy,40.79236,16.75873,322
44.41082,6.4199,Seyne-les-Alpes,France,44.35042,6.35634,466
46.64425,2.00817,Montgivray,France,46.60324,1.98162,11
44.95969,17.88256,Lug,Bosnia and Herzegovina,44.98715,17.87088,53
45.84642,10.15917,Artogne,Italy,45.85437,10.16646,602
52.73092,9.61073,Hodenhagen,Germany,52.76506,9.59495,667
51.43084,15.41009,Malomice,Poland,51.55597,15.45004,68
